"data__message","data__story","data__updated_time","data__id","paging__previous","paging__next"
"אהלן כולם! אנחנו מסבלטים את הדירה שלנו בין ה-1 לאוגוסט עד ה-18 לספטמבר (יש קצת גמישות בתאריכים). הדירה ממוקמת בהר נבו. שכ""ד 5000 ש""ח לחודש, כולל ארנונה וחשמל. הדירה בגודל 50 מ""ר, ומשופצת ברמה גבוהה. מושלמת לזוגות. שווה לראות. נא לפנות בפרטי.","","2014-06-30T16:39:20+0000","707688259256219_801669219858122","",""
"הי! סבלט לחודש וחצי בתקופת החגים (ספטמבר עד אמצע-סוף אוקטובר) של דירה שלמה ובאמת שמהממת במרכז תל אביב (שלום עליכם פינת בוגרשוב, רחוב מהים, שלושה מהסנטר) עם מרפסת מרגשת, אמבטיה משופצת, מזגן בכל חדר וחדרים מאובזרים בכל טוב והמון אהבה. אפשרי גם לחברים שמטיילים ביחד, גם לזוג שרוצה להתפנק ואפילו למשפחה עם ילדים קטנים. 6900 לכל הדירה לחודש וחצי. לפנות או אלי או אל Gili Dim","","2014-06-30T16:24:06+0000","707688259256219_803831699641874","",""
"להשכרה דירת שני חדרים + חדר מטבח עם מרפסת + חדר אמבטיה. מרווחת (55מ""ר+) במרכז פלורנטין ברחוב שקט צמודה לגינה חדשה, וקרובה למסעדות ולברים, בתי קפה. הליכה קצרה מנווה צדק, רוטצ'ילד, הים ויפו. דירה מאוד מרווחת ומוארת. אחלה זרם במקלחת, מרפסת שמש לתלות כביסה. עדיפות לזוג  מה15 ליולי עד ה15 לספטמבר. (כחודשיים-גמיש וניתן להאריך) 10000 ש""ח לתקופה כולל הכל ליחיד ו12000 לזוג  אור טבעי, תקרות גבוהות, מרוהטת וממוזגת, אינטרנט סופר מהיר אלחוטי, מכונת כביסה. לפרטים נוספים אסף 054-6322460","","2014-06-30T15:42:45+0000","707688259256219_803814796310231","",""
"מסבלטת את הדירה שלי שפלורנטין בתאריכים 28/7- 23/9. הדירה שופצה לפני 4 חודשים, מוארת, מאובזרת לחלוטין (מלבד מכונת כביסה, יש ממש מתחת לבית מכבסה), ממוזגת ועם מרפסת. ממוקמת בחלק השקט של השכונה. מרחק הליכה מכל הברים, מרוטשליד, נווה צדק והים. מיועדת ליחיד או לזוג (כ-55 מ""ר).  שכ""ד 4,100 לחודש   למעוניינים- אפשר לפנות אליי בפרטי","","2014-06-30T15:02:06+0000","707688259256219_803798079645236","",""
"ניר הובלות לסטודנטים שרות אמין במחירים נוחים 0507779987","","2014-06-30T14:52:07+0000","707688259256219_803792966312414","",""
"אנחנו נוסעים לחופשה ומחפשים סבלט לדירה שלנו מה-23.7 עד ה-16.8. הדירה ממוקמת בשכונת כרם התימנים השקטה והכיפית - שתי דקות ברגל לים, לשוק ובעצם קרובה לכל המקומות השווים :) הדירה כוללת 2.5 חדרים - סלון, חדר שינה וחדר עבודה קטן. מחיר לפרטים נוספים נא ליצור איתנו קשר: עמית:0544954520.  מחיר: 4500  Hi, we are going on vacation abroad and we are looking for a sublet for our apartment from 23.7 to 16.8. the apartment is located in Kerem Hateimanim neigbourhood - central Tel Aviv - two minute walk from the beach and carmel market, and basically near all the best places in town :)  the apartment has 2.5 rooms - living room, bedroom and  a small study  room. it has airconditioning and WIFI. good for one person or a couple. for more info contact us via phone/mail: Amit: 0544954520 amitbengal@gmail.com price: 4500","","2014-06-30T13:55:27+0000","707688259256219_803765782981799","",""
"sublet in Tel-Aviv center, 2-8.7 (more english below)  סבלט במרכז ת""א, 2-8.7 (יש קצת גמישות בתאריכים) אבל אין זמן! דירת סטודיו, 45 מ""ר, מעולה ליחיד ולזוג. הדירה במרכז ת""א. 5 דקות מכיכר רבין, 5 דקות מהים באופניים, 3 דקות מהפארק, קרוב למרכזי הבילוי, בקיצור מיקום מעולה! דירה מוארת, ממוזגת, ווי-פיי, מטבח מצויד קומפלט, טלויזיה, סלון מפנק עם ספה ענקית. בקיצור רק להגיע. 1200 שקל לכל התקופה. צרו קשר בהקדם, כי אין זמן!  Hi! im subletting my appartment 2-8.7 (with some flexebility about the dates) so hurry up!! studio appartmant, in the center ot TLV. perfect for one person or a couple. 45 squar meters. 5 minutes from Rabin square, 5 minutes from the beach with bicycles, 3 minutes from the park, close to all the night life. The perfect spot! very big appartmant, AC, Wifi, fully eqiped kitchen, TV, very big living room with a huage couch. Just come and have fun! 1200 NIS. contacat ASAP :)","","2014-06-30T10:41:54+0000","707688259256219_803681746323536","",""
"דירה מהממת עם אפשרות להאריך","Yafit Musai shared Eyal Cohen's photo to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-06-30T10:34:11+0000","707688259256219_803678756323835","",""
"מישהו עשה סבלט לתיירים מחו""ל? האם עדיף לבקש מהם את הסכום במלואו לפני שהם מגיעים (זה רק חודש)? (הרי אני לא רוצה לקחת סיכון שיבטלו ברגע האחרון).. אשמח לתגובות ועצות","","2014-06-30T09:29:00+0000","707688259256219_803004786391232","",""
"לאחר פרסום כמה וכמה פעמים שהודעות ללא מחיר תמחקנה,עד כה שלחתי תזכורת בפרטי ,מעתה הודעות ללא מחיר תמחקנה אוטומטית,  כדאי לקרוא ולכבד את כללי הקבוצה לפני העלאת הודעה.","","2014-06-30T08:32:09+0000","707688259256219_803626416329069","",""
"מסבלטת חדר לכל חודש יולי 5.7-30.7 (אם אופ' להערכה ) בדירת שלושה חדרים מקסימה ברחוב סמולנסקין יש כל מה שצריך . הכל ! כולל מרפסות, אוויר ושמש . מי שמתעניינת מוזמנת לשלוח הודעה בפייס או במייל hilaglick.txd@gmail.com .  מחיר 3200-3400 כולל חשבונותלכל החודש","","2014-06-30T05:43:00+0000","707688259256219_803575116334199","",""
"מסבלטת דירה כייפית בת׳א (גבול גבעתיים) לחודשיים..9-10/14  מוארת , ממוזגת , מרוהטת ומאובזרת לגמרי חדר שינה ענק, סלון + מרפסת כייפית+ מרפסת שרות שיש בה מכונת כביסה ומייבש מקלחת ושרותים נפרדים+ דוד'ש  ממוקמת במרחק הליכה מקניון עזריאלי ורכבת השלום וכמובן תחבורה ציבורית נוחה לכל חלקי העיר שכ""ד 3,500 ש""ח לפרטים נוספים אפשר לפנות אלי בפרטי או 0505410067","","2014-06-29T14:18:01+0000","707688259256219_800154633342914","",""
"שלום שלום!  אפשרי השבוע לבוא לראות את הדירה! פרטים בפרטי :)","Rotem Nitzan shared her post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-06-29T08:03:15+0000","707688259256219_802920513066326","",""
"היי הדירה החמודה שלי מתפנה שוב החל מהיום ועד לסוף אוגוסט  נמצאת באזור הכי תוסס של תל אביב רח' נחלת בנימין פינת רח' פלורנטין (קרוב לנווה צדק ,יפו ולים) ובכל זאת הדירה עורפית ושקטה מאוד. מדובר בדירה חדשה בבניין חדש ומפואר. 2 חדרים ,2 חדרי שירותים ,חצר גדולה ומרוצפת עם גאזיבו ומנגל. הדירה מרוהטת, ממוזגת ומאובזרת ברמה גבוהה כולל אינטרנט מהיר וכל שנדרש לחופשה מגניבה בקיץ תל אביבי. המחיר לחודש מלא 6000 ₪  המחיר לשבוע 1600 ₪   המחירים כוללים את כלל ההוצאות.  נא צרו קשר בפרטי להת' שמוליק","","2014-06-29T07:00:13+0000","707688259256219_802902439734800","",""
"מחפש סאלבט בימים מראשון עד רביעי","","2014-06-28T14:45:02+0000","707688259256219_802464196445291","",""
"סאבלט: דירה מהממת + חניה פרטית במרכז תל אביב!!!!  הסאבלט הוא במרכז של המרכז – ברחוב שקט צמוד לדיזינגוף סנטר, דקה מהבימה!  בין התאריכים 04.07-19.07 (עקב נסיעה לחו""ל).  דירת ארבעה חדרים, משופצת ונעימה עם סלון גדול ומאובזר, מטבח, מזגן מרכזי, מקרר, תנור, כיריים, פינת עבודה ללפטופ, אינטרנט, מכונת כביסה ומייבש, טלוויזיה עם חיבור DVD, שני שירותים, ושתי מקלחות.  ייתכן שהשותף השלישי יהיה בדירה (הוא נמצא מעט, אך ייתכן שיהיה). קומה שניה, יש מעלית בבנין ורק דירה אחת בקומה!  אחלה סידור לאמצע הקיץ!  חדר שינה אחד הוא גדול מאד וכולל גם שירותים ומקלחת פרטיים!  חדר השינה השני קטן יותר וכולל מיטה זוגית וארון.  שכ""ד דירה לכל התקופה (עבור שני חדרי השינה) הוא 3000 ש""ח מצורפות תמונות של הדירה. פרטים נוספים, בפרטי :)","","2014-06-28T07:06:50+0000","707688259256219_802285263129851","",""
"ROOM FOR RENT SOUTH TEL AVIV from july 21 - september 30th. the room is 27 meter with a balcony of 40. 2,500 EVERYTHING INCLUDED (arnona and water) iNCLUDES: fridge air conditioner 42 inch tv bed  closet washer contact Eliran 0504681574","","2014-06-27T12:18:06+0000","707688259256219_801819576509753","",""
"","","2014-06-27T10:15:04+0000","707688259256219_801765993181778","",""
"סאבלט: דירה מהממת + חניה פרטית במרכז תל אביב!!!!  הסאבלט הוא במרכז של המרכז – ברחוב שקט צמוד לדיזינגוף סנטר, דקה מהבימה!  בין התאריכים 04.07-19.07 (עקב נסיעה לחו""ל).  דירת ארבעה חדרים, משופצת ונעימה עם סלון גדול ומאובזר, מטבח, מזגן מרכזי, מקרר, תנור, כיריים, פינת עבודה ללפטופ, אינטרנט, מכונת כביסה ומייבש, טלוויזיה עם חיבור DVD, שני שירותים, ושתי מקלחות.  ייתכן שהשותף השלישי יהיה בדירה (הוא נמצא מעט, אך ייתכן שיהיה). קומה שניה, יש מעלית בבנין ורק דירה אחת בקומה!  אחלה סידור לאמצע הקיץ!  חדר שינה אחד הוא גדול מאד וכולל גם שירותים ומקלחת פרטיים!  חדר השינה השני קטן יותר וכולל מיטה זוגית וארון.  שכ""ד עבור כל התקופה (!) 3000 ש""ח.  מצורפות תמונות של הדירה.","","2014-06-27T07:28:34+0000","707688259256219_801713399853704","",""
"חדר לכל חודש יולי 5.7-30.7 בדירת שלושה חדרים מקסימה ברחוב סמולנסקין יש כל מה שצריך . הכל ! כולל מרפסות, אוויר ושמש . מי שמתעניינת מוזמנת לשלוח הודעה בפייס או במייל hilaglick.txd@gmail.com .  אשמח שתעבירו הלאה","","2014-06-26T20:06:07+0000","707688259256219_800530729971971","",""
"סאבלט: דירה מהממת בתל אביב, במרכז של המרכז, לשבועיים, בין התאריכים 04.07-19.07 - עקב נסיעה לחו""ל. הדירה ממוקמת ברחוב שקט, דקה מגן מאיר, שתי דקות מכיכר הבימה, צמוד לדיזנגוף סנטר, מול האוזן בר. בדירה יש סלון גדול ומאובזר, שני חדרי שינה (למעשה שלושה חדרי שינה אך רק שניים רלוונטים), מטבח, מזגן מרכזי, מקרר, תנור, כיריים, פינת עבודה ללפטופ, אינטרנט, שני שירותים, שתי מקלחות, מכונת כביסה ומייבש, מסך טלוויזיה ללא ממיר אך יש DVD והשוס הוא: חניה השייכת ספציפית לדירה, שזה חתיכת פלוס- במיוחד במרכז תל אביב! בקיצור...אחלה סידור לאמצע הקיץ! שכ""ד של כל התענוג הזה רק 3000 לכל התקופה .  *השותף השלישי נשאר בדירה*  פרטים נוספים – בפרטי. מצרפת תמונות של הדירה  (תמונות של חדרי השינה, ינתנו בהמשך.)","","2014-06-26T17:41:14+0000","707688259256219_801435233214854","",""
"ברכותיי למצטרף ה1000 שלנו :)","","2014-06-26T14:32:43+0000","707688259256219_801341226557588","",""
"","","2014-06-26T14:02:32+0000","707688259256219_801328659892178","",""
"ניר הובלות לסטודנטים שרות אמין במחירים נוחים 0507779987","","2014-06-26T12:46:22+0000","707688259256219_801295363228841","",""
"","","2014-06-26T11:32:13+0000","707688259256219_801263239898720","",""
"ROOM FOR RENT SOUTH TEL AVIV from july 21 - september 30th. the room is 27 meter with a balcony of 40. 2,500 EVERYTHING INCLUDED (arnona and water) iNCLUDES: fridge air conditioner 42 inch tv bed  closet washer contact Eliran 0504681574","","2014-06-26T10:48:28+0000","707688259256219_801249016566809","",""
"9800 ש""ח כולל חשבונות לכל התקופה  מסאבלטים את דירתינו מ28.7.14 עד 8.9.14.(חודש וחצי) שני חדרים ומרפסת מפנקת במרכז ת""א (דקה מדיזנגוף סנטר, 5 דקות מהים)  Sublet apartment in center of Tel Aviv 2rooms& balcony  shekel9800 bills include for all peroid dates 28.7.17- 8.9.14 sublet apartment 28.7.14- 8.9.14)","","2014-06-26T10:44:29+0000","707688259256219_801247493233628","",""
"הי, סבלט לחדר בדירה בארלוזורוב על הנרייטה בתל אביב. 2700 ש""ח. אני יוצא מהחדר ב2.7 ומבלט אותו עד ה2.8. אני עובד דירה, כך שכל מה שישאר בחדר זה מזרון וארוונות קיר.  המטבח מאובזר כראוי וגם הסלון.","","2014-06-26T09:40:36+0000","707688259256219_801228756568835","",""
"הקיץ מגיע, ואני נוסע! לרגל המאורע המרגש אני מסבלט את החדר שלי בדירת שלושה חדרים גדולה ומרווחת (שני חדרי שינה + סלון + גג מטורף משותף) בפלורנטין (2 דקות מהפאבים, 10 דקות מהים). החדר פנוי מ22 ביולי עד אמצע אוקטובר (כחודשיים וחצי) נשאר שותף נחמד ולא רעשן במיוחד. מחיר: 2200 ש""ח לחודש כולל כל החשבונות (ארנונה, חשמל, מים, אינטרנט) תמונות מצורפות לפרטים בפרטי או במייל: itamar.ramot@gmail.com","","2014-06-26T07:18:37+0000","707688259256219_801182883240089","",""
"מסבלט דירת גג 3 חדרים לחודש יולי בדרך נמיר פינת ארלוזורוב ליד תחנת רכבת מרכז. 4500 שח כולל את כל החשבונות.  דירה מרוהטת עם מיטה זוגית, ארון בגדים, ספה, שולחן וכיסאות (למרות שהם לא קיימים בתמונות!).  יש מזגן ומרפסת גדולה עם נוף לפארק לכיוון הזריחה.  בבניין יש גם מחסן אופניים. אלי 054-8192810","","2014-06-26T05:56:22+0000","707688259256219_799733680051676","",""
"מסבלטת את דירתי בתל אביב+ חניה פרטית (!) בתאריכים 5.8.14-12.8.14. הדירה אדריכלית ברמה גבוהה ביותר משופצת ומרוהטת, מרכז תל-אביב קרוב להכל, רחוב שקט ירוק ומקסים מאחורי כיכר רבין, דקות מדיזינגוף, איזורי המוזאונים, 10 דק הליכה לים. כולל אינטרנט חופשי, פלזמה שקועה בקיר, תריסים חשמליים וכו'. נייד- 0545477013. Am renting out my best located stylish fancy cleen and organized TLV apt inlcuding a private parking space on the 5/8/14-12/8/14. The apt is located in a super green quite street, (Dubnov st) minutes walking distance to the beach, close to Dizingoff St, rabin Sq, musiems etc. Free Wifi, Plazma TV, AC, Electric shades, fully furnished etc. phone number- 0545477013","","2014-06-25T22:38:29+0000","707688259256219_800725389952505","",""
"Apartment up for sublet for the month of July. It is located on Nahalat Benyamin just a five minute walk from Rothschild St. and Florentine and about a twenty minute walk to the beach. I have one roommate who is a fantastic guy. If you are interested let me know and I will get you photos. Serious applicants only please. Price is negotiable.","","2014-06-25T21:00:39+0000","707688259256219_800891523269225","",""
"סאבלט לקיץ החל מ300שקל ללילה ","","2014-06-25T20:49:52+0000","707688259256219_800675456624165","",""
"**סבלט 13.8-1.9***!!! קיץ במרכז העיר!! חדר מקסים ברחוב הס השקט, 5 דקות מהים וגן מאיר! מרפסת מהממת עם פרחים ונענע, מלא אוויר ואור! דירה מרווחת, סלון גדול, מטבח מאובזר, מכונת כביסה, מרפסות שמש, שירותים, מקלחת ו2 שותפות נהדרות. 1700 ש""ח לתקופה! לפרטים נוספים netta.weiser1@gmail.com  Sublet!! 13.8-1.9** Summer in the center of Tel Aviv! A wonderful room in the peaceful Hess Street, just 5 min walking from the beach and Meir Garden! Great balcony with flowers, full of sunshine and air. Spacious apartment, large living room, fully equipped kitchen, washing machine, balconies, bathroom and 2 amazing roommates! GREAT PRICE** for more info: netta.weiser1@gmail.com","","2014-06-25T17:09:47+0000","707688259256219_800766073281770","",""
"ניר הובלות לסטודנטים שרות אמין במחירים נוחים 0507779987","‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-06-25T11:46:00+0000","707688259256219_800622573296120","",""
"הי מסבלטת את החדר המדהים שלי באוגוסט בבית מהמם ביד אליהו, בית פרטי נעים ומרווח, ברחוב יגאל אלון 24, מטר מהשוק ומתחבורה ציבורית, שפע חנייה. בדירה נשארות 2 שותפות, סלון מטבח מואר וגדול, גינה , גג . קיצר - אליפות! 2000 שח כולל הכל. דרושה בחורה :) אפשר לפנות בסמסים 0544899166 נטע","","2014-06-25T11:23:33+0000","707688259256219_800612223297155","",""
"Subletting my apt. (סבלט המחץ!! :))  Friends, If you wish to visit Israel this summer, please consider to sublet my apt in Jaffa.  Its 2 bedrooms plus great balcony apt, close to bus lines, the beach and old Jaffa (flee market area). It will be available starting July until the end  of August. The total price is 4000 NIS per month.","","2014-06-25T11:08:22+0000","707688259256219_800604026631308","",""
"מסבלטת את דירתי המהממת ברש""י, תל אביב בין ה-8.8.14 ל-25.8.14. דירת שני חדרים מוארת, מאווררת, משופצת, ממוזגת ומאובזרת עד הפרט האחרון (כולל מכונת כביסה, טלוויזיה, תנור ו-wi-fi). במיקום סופר שקט ומרכזי.  3000 ש""ח לכל התקופה. כולל חשבונות","","2014-06-25T10:51:15+0000","707688259256219_800601266631584","",""
"מסבלטת את דירתי בתל אביב+ חניה פרטית (!) לשבוע ימים בתאריכים 5.8.14-12.8.14. הדירה אדריכלית ברמה גבוהה ביותר משופצת ומרוהטת, מרכז תל-אביב קרוב להכל, רחוב שקט ירוק ומקסים מאחורי כיכר רבין, דקות מדיזינגוף, איזורי המוזאונים, 10 דק הליכה לים. כולל אינטרנט חופשי, פלזמה שקועה בקיר, תריסים חשמליים וכו'. נייד- 0545477013. Am renting out my best located stylish fancy cleen and organized TLV apt inlcuding a private parking space for a week on the 5/8/14-12/8/14. The apt is located in a super green quite street, (Dubnov st) minutes walking distance to the beach, close to Dizingoff St, rabin Sq, musiems etc. Free Wifi, Plazma TV, AC, Electric shades, fully furnished etc. phone number- 0545477013","","2014-06-25T08:24:53+0000","707688259256219_800554199969624","",""
"הקיץ מגיע, ואני נוסע! לרגל המאורע המרגש אני מסבלט את החדר שלי בדירת שלושה חדרים גדולה ומרווחת (שני חדרי שינה + סלון + גג מטורף משותף) בפלורנטין (2 דקות מהפאבים, 10 דקות מהים). החדר פנוי מ22 ביולי עד אמצע אוקטובר (כחודשיים וחצי) נשאר שותף נחמד ולא רעשן במיוחד. מחיר: 2200 ש""ח לחודש כולל כל החשבונות (ארנונה, חשמל, מים, אינטרנט) תמונות מצורפות לפרטים בפרטי או במייל: itamar.ramot@gmail.com","","2014-06-25T08:19:21+0000","707688259256219_800552609969783","",""
"מחפשת חדר לחודש אוגוסט באיזור הצפון הישן (גמישה בתאריכים). ועדיפות למישהו שרוצה להחליף עם חדר בירושלים.. 0547485119","","2014-06-25T07:52:31+0000","707688259256219_800546056637105","",""
"סאבלט קצר של הרגע האחרון: אמצע קינג ג'ורג', 27.6 - 5.7 - גמיש. חדר גדול. יש שותף. יש מכונת כביסה. 1000 ש""ח. מוזמנים לפנות בהודעה פרטית :)","","2014-06-24T18:02:06+0000","707688259256219_799573223401055","",""
"סאבלט לדירה מעלפת ומאובזרת ל5 שבועות ממש על רכבת ת""א מרכז מחיר 5900, כולל הכל ללא חשמל. נוף לים, לובי יוקרתי עם שומר! שווה להציץ בתמונות :) ","","2014-06-24T16:15:22+0000","707688259256219_800186140006430","",""
"","","2014-06-24T15:35:19+0000","707688259256219_800171190007925","",""
"**סבלט 13.8-1.9***!!! קיץ במרכז העיר!! חדר מקסים ברחוב הס השקט, 5 דקות מהים וגן מאיר! מרפסת מהממת עם פרחים ונענע, מלא אוויר ואור! דירה מרווחת, סלון גדול, מטבח מאובזר, מכונת כביסה, מרפסות שמש, שירותים, מקלחת ו2 שותפות נהדרות.  1700  ש""ח לכל התקופה! לפרטים נוספים netta.weiser1@gmail.com   Sublet!! 13.8-1.9** Summer in the center of Tel Aviv! A wonderful room in the peaceful Hess Street, just 5 min walking from the beach and Meir Garden! Great balcony with flowers, full of sunshine and air. Spacious apartment, large living room, fully equipped kitchen, washing machine, balconies, bathroom and 2 amazing roommates! GREAT PRICE** for more info: netta.weiser1@gmail.com","","2014-06-24T14:21:18+0000","707688259256219_800088156682895","",""
"הקיץ מגיע, ואני נוסע! לרגל המאורע המרגש אני מסבלט את החדר שלי בדירת שלושה חדרים גדולה ומרווחת (שני חדרי שינה + סלון + גג מטורף משותף) בפלורנטין (2 דקות מהפאבים, 10 דקות מהים). החדר פנוי מ22 ביולי עד אמצע אוקטובר (כחודשיים וחצי) נשאר שותף נחמד ולא רעשן במיוחד. מחיר: 2200 ש""ח כולל כל החשבונות (ארנונה, חשמל, מים, אינטרנט) תמונות מצורפות לפרטים בפרטי או במייל: itamar.ramot@gmail.com","","2014-06-24T08:37:46+0000","707688259256219_800011733357204","",""
"Ladies only  Subletting my room 11/7-16/7. Tel Aviv- Gordon/Ben Yehuda! 2 min from the beach, the center of Tel Aviv! the flat is renovated and has all facilities.. the room is beautiful and big, with lots of light.. price : 200 NIS per night. the price is including bills. pm me for more details..","","2014-06-24T08:07:23+0000","707688259256219_800003983357979","",""
"ניר הובלות לסטודנטים שרות אמין במחירים נוחים 0507779987","","2014-06-23T19:15:25+0000","707688259256219_799752863383091","",""
"שלום לכולם,  מסבלטת דירה מקסימה ביפו (ברחוב ציונה תג'ר) בין ה-10-19.7 (גמיש). 1100 ש""ח לכל התקופה. פרטים נוספים בפרטי.","","2014-06-23T15:03:32+0000","707688259256219_799566430068401","",""
"מחפשים סבלט לזוג לחודשי הקיץ - יולי-ספטמבר (כולל).. הצעות?","","2014-06-23T14:50:01+0000","707688259256219_799522390072805","",""
"הי לכולם, אנו רוצים לסאבלט את דירתנו המקסימה והצבעונית בתל-אביב  תאריכים 3.10-14.10. דירה מהממת בצפון הישן, 2 וחצי חדרים, מטבח מאובזר פלוס מכונת כביסה, מזגן בסלון ובחדר שינה, wi fi, טלויזיה, מוזיקה בשירותים, גג מגניב, אוטובוסים לכל מקום, בקיצור- אדיר!!  100 דולר ללילה.  ","","2014-06-23T14:21:15+0000","707688259256219_799547273403650","",""
"הקיץ מגיע, ואני נוסע! לרגל המאורע המרגש אני מסבלט את החדר שלי בדירת שלושה חדרים גדולה ומרווחת (שני חדרי שינה + סלון + גג מטורף משותף) בפלורנטין (2 דקות מהפאבים, 10 דקות מהים). החדר פנוי מ22 ביולי עד אמצע אוקטובר (כחודשיים וחצי) נשאר שותף נחמד ולא רעשן במיוחד. מחיר: 2200 ש""ח כולל כל החשבונות (ארנונה, חשמל, מים, אינטרנט) תמונות מצורפות לפרטים בפרטי או במייל: itamar.ramot@gmail.com","","2014-06-23T09:06:17+0000","707688259256219_799411830083861","",""
"אני מסבלטת את דירתי בתל אביב -דירת חדר לכמה סופי שבוע: 26-28.06 04-05.07  10-12.07 24-26.07.......מה לעשות קצת קשה לי עם כל הבטון .....והטבע קורא לי.......0543976459  I am subleting my tel aviv appartment for a few dates 04-05.07 26-28.06 1 bedroom 10-12.07 24-26.07.","","2014-06-23T08:45:46+0000","707688259256219_799405560084488","",""
"הדירה שלי מתפנה שוב החל ממחר ה 16 ליוני ועד לסוף אוגוסט נמצאת באזור הכי תוסס תל אביב רח' נחלת בנימין פינת רח' פלורנטין (קרוב לנווה צדק וליפו) ובכל זאת הדירה עורפית ושקטה מאוד. מדובר בדירה חדשה בבניין חדש ומפואר. 2 חדרים ,2 חדרי שירותים ,חצר גדולה ומרוצפת עם גאזיבו ומנגל. הדירה מרוהטת, ממוזגת  ומאובזרת  ברמה גבוהה כולל אינטרנט מהיר וכל שנדרש לחופשה בקיץ תל אביבי. המחיר לחודש מלא 6000 ₪  המחיר לשבוע 1600 ₪  המחירים כוללים את כלל ההוצאות.  נא צרו קשר בפרטי להת","","2014-06-23T05:53:44+0000","707688259256219_794453143913063","",""
"מסבלט לסופש הקרוב (26.6) חדר בדירת שותפים במגדל דיזינגוף. מקלחת ושירותים פרטיים. החדר כולל כל מה שאתם צריכים.   1000 ש״ח.  Subletting for this weekend (26.6) a room in a  roommate apt in dizengoff tower. Private bathroom and shower. The room is fully furnished.  1000 shekels","","2014-06-22T21:28:07+0000","707688259256219_798993423459035","",""
"","","2014-06-22T19:53:26+0000","707688259256219_799045103453867","",""
"מסבלטת את הדירה שלי שפלורנטין בתאריכים 28/7- 23/9. הדירה שופצה לפני 4 חודשים, מוארת, מאובזרת לחלוטין (מלבד מכונת כביסה, יש ממש מתחת לבית מכבסה), ממוזגת ועם מרפסת. ממוקמת בחלק השקט של השכונה. מרחק הליכה מכל הברים, מרוטשליד, נווה צדק והים. מיועדת ליחיד או לזוג (כ-55 מ""ר).  שכ""ד 4,100 לחודש   למעוניינים- אפשר לפנות אליי בפרטי","","2014-06-22T18:56:42+0000","707688259256219_799015526790158","",""
"בצעדי ענק מתקדמת הקבוצה ל1000 חברים :)","","2014-06-22T17:50:34+0000","707688259256219_798980773460300","",""
"אני מסאבלטת את הדירה המאד מיוחדת שלי מה 20 ביולי ל 3 חודשים (עד אמצע אוקטובר). הדירה נמצאת ביפו במרחק חציית כביש מהים (דקה מהים), לא רחוק ממתחם התחנה.  דירת open-pace מוארת עם חצר פרטית.  Oasis בתוך העיר. ממש כפר בתוך העיר. הרבה שקט. יש מזגן וגם מכונת כביסה. -- מתאימה ליחיד או לזוג. -- לא לבעלי כלבים. -- 4500 ש""ח לחודש כולל כל החשבונות. -- למעוניינים - נא ליצור איתי קשר בהודעה פרטית, תודה","","2014-06-22T14:58:19+0000","707688259256219_798878216803889","",""
"ניר הובלות לסטודנטים שרות אמין במחירים נוחים 0507779987","","2014-06-22T11:23:56+0000","707688259256219_798796630145381","",""
"הקיץ מגיע, ואני נוסע! לרגל המאורע המרגש אני מסבלט את החדר שלי בדירת שלושה חדרים גדולה ומרווחת (שני חדרי שינה + סלון + גג מטורף משותף) בפלורנטין (2 דקות מהפאבים, 10 דקות מהים). החדר פנוי מ22 ביולי עד אמצע אוקטובר (כחודשיים וחצי) נשאר שותף נחמד ולא רעשן במיוחד. מחיר: 2200 ש""ח כולל כל החשבונות (ארנונה, חשמל, מים, אינטרנט) תמונות מצורפות לפרטים בפרטי או במייל: itamar.ramot@gmail.com","","2014-06-22T11:12:31+0000","707688259256219_798792926812418","",""
"סבלט בדירה הכיפית שלי לחודש (6.7-6.8). ליד הסנטר ובוגרשוב, חדר שינה וסלון ענקיים, חצר נעולה, 5000 ש״ח כולל חשבונות","","2014-06-21T18:32:40+0000","707688259256219_798152903543087","",""
"מחפשת סבלט מה 13.7 לחודש, עדיף כמה שיותר קרוב לרכבת מרכז :) אפשר גם חדר בדירת שותפים.","","2014-06-21T18:31:57+0000","707688259256219_796517917039919","",""
"שבוע טוב לכולם! אנחנו מסבלטים את דירתנו הנחמדה לחודש וחצי מה8.7 עד ה19.8. דירת שני חדרים, 55 מ', ברחוב המשביר, פינת הרצל לוינסקי, 5 דקות הליכה מרוטשילד ופלורנטין, 15 דקות מהים .  הדירה משופצת ויש בה שני מזגנים, מכונת כביסה וכו' מתאימה ליחיד או לזוג. 180 ש""ח ליום. מעדיפים לסבלט לחברים או חברים של חברים, אבל הכל פתוח (: עוד פרטים בפרטי . נודה על השיתוף. תודה ושבוע נפלא(: שגיא 0522-794949 LikeLike ·  · Share","","2014-06-21T16:51:56+0000","707688259256219_798308250194219","",""
"סבלט לשלושה חודשים תחילת יולי עד ספטמבר עם אופציה לחצי שנה. ארלוזורוב אבן גבירול נשארים שני שותפים(28). 2500 (גג) כולל חשבונות. מראה היום את החדר בדירה 19:00. 0547940982","","2014-06-21T12:07:55+0000","707688259256219_795068530518191","",""
